tweets,label
mad Merkel EU run down by Islam for Lobby industry - EU referendum: Donald Trump backs Brexit https://t.co/8ZZmJVkAsz,leave
Should we expect anything else! Begin to this Cameron is the supreme chancellor! #starwars #VoteLeave https://t.co/8NsMvJlDjb,leave
Donald Trump backs Brexit - The Commentator https://t.co/JfU9UwZU9d,leave
"@zoesqwilliams I'm voting for democracy, internationalism and the global south, and think an EU-based crisis extremely likely. #Brexit",leave
"@StrongerIn Article states ""The UK imports more than half of its gas from Europe, mostly from Norway"". Norway are not in the EU",leave
S'gonna be great - Trump as #POTUS &amp; Boris as PM. #SuchFun https://t.co/6yv48fAcUO,leave
Excellent! Courtesy of #BrexitMK https://t.co/l5XyDWdA2S @vote_leave,leave
EU: New refugee quotas in EU! Nations will have to pay £200.000 per refugee they refuse. That is blackmail! #LeaveEU https://t.co/ydHVOpnt0r,leave
I have just heard rave reviews about @JacobReesMogg #Brexit talk @warwickuni tonight  https://t.co/Z5OH825bmo,leave
#Remain #RemainInEU @StrongerIn time to #TakeControl time to #VoteLeave and #Brexit https://t.co/bsb6syCAql,leave
"@AndrewDuffEU @policynetwork
I've been thinking about the immediate response to a vote for Brexit:
https://t.co/grFklF9oRD",leave
"Donald Trump backs Brexit, saying UK would be 'better off' without EU https://t.co/RVMbvxwBrG",leave
@JTGCharalambous @SaveTrentPark Well done Jason you are still fighting to preserve our local English heritage.Hope you are supporting Brexit,leave
@SkyNews It's funny how all these world leaders are speaking out against #Brexit whilst holding hands with Cameron.,leave
@jamesoxby I agree James Brexit will be the catalyst for EU break up which is what most of the EU population want!! Freedom from EU tyranny,leave
"@55Massey I've read so many tweets of people thinking by voting tory they are somehow wanting to stay in the EU, it's just not true #Brexit",leave
Safer In #EU? No! No! No! Terrorists want the UK to STAY https://t.co/qLfOz2py9l Remember 7/7 Paris #Brussels #EUreferendum #remain #brexit,leave
"Royal Navy fires warning shot at Spanish boat 'hassling' US sub  These are our friends ??????#EU #Brexit

https://t.co/Q5aFIOEQFq",leave
"Right, suppose I'd better go vote. Stage 1 of getting Cameron and the rest of the Tory/Remain tosspots out of office. #VoteUKIP #VoteLeave",leave
@Grassroots_Out @vote_leave @BrexitNoww @IrishRepubIic @theirishpost @TaxLandNotMan @BasicIncomeOrg @basicincome https://t.co/WRhCxdi5Bg,leave
Rational Brexiteer @WhiteWednesday argues for rational post-Brexit strategy on EEA/immigration.Plausible? You judge https://t.co/gp2w5QCbwn,leave
Aye. The Soviet Union was ultimately doomed to failure. Its European counterpart will go the same way #VoteLeave  https://t.co/giCOTCtHsF,leave
"@David_Cameron's gov't on third u-turn, academies, junior doctors and child refugees.  Public #VPissedOff #Brexit https://t.co/gUM26jmVgf",leave
@regular_tea Exactly. I'll be voting #Conservative tomorrow but don't mind if you vote #UKIP instead. All good for #Brexit!(most imporrtant),leave
@Scientists4EU which amounts to approx 3% of R&amp;D funding. Scientific funding not strong argument to remain https://t.co/HooDvttawA,leave
You just couldn't get a nicer bunch of people.... https://t.co/Illrf0P8Cb,leave
Again Lies #Remain #RemainInEU @StrongerIn time to #TakeControl time to #VoteLeave and #Brexit https://t.co/TriBCl2g5x,leave
And vote for the uk nazi party https://t.co/gvdDrY1ZYU,leave
"@NwoReport @Darkstargoddess We'll, dat union shd fynaly alow Brexit 2 work😂",leave
"Pollution warnings as air blown in from continent. Shows we need EU-wide action to improve air quality #INtogether
https://t.co/d9cFmFqgNO",leave
@Telegraph @Swindonjack Forgot after BREXIT Cameron will be long gone anyway!!,leave
No words to add. Just a wish to regain our #sovereignty &amp; #voteleave to #takecontrol &amp; #brexit following #EUref https://t.co/Hbb036KM9B,leave
"FT's @ChrisGiles_ pulls no punches on idea UK would get better trade deals outside EU: ""risible case for Brexit""  https://t.co/OhCUyenC6I",leave
@StrongerInPress  Best for whom? https://t.co/CeLOq88paO,leave
My daughter loves this - as if she ever listens to her Dad!!!! https://t.co/abbJC5CrBm,leave
Oh well there goes Brexit credability! BBC News - EU referendum: Donald Trump backs Brexit https://t.co/Ny6ugSw7At,leave
@Nigel_Farage That's how Dodgy Dave will feel on June 24th. #Brexit #VoteLeave,leave
"@StrongerIn just because it suits THEM for us to stay in, does not mean its in OUR interests to stay !",leave
Today EU Commission will issue more directives to EU member states who have to comply! Will you? #Brexit https://t.co/W18ypxDhv6,leave
Discover the wealth of opportunity outside the EU if you #VoteLeave https://t.co/ZjmoSA8nt6 https://t.co/co5xC9531V,leave
"#Jihadi centres at the ready! 
#Erdogan has given the 'special' orders that's cost the #EU an extra €3bn 
#Brexit https://t.co/qM0r57ohz8",leave
This https://t.co/CJlqpGhO3v,leave
..... and so it starts! #Brexit https://t.co/72I321Nl8T,leave
Brexit in June ? https://t.co/FuYOpmeXhk,leave
"Well that's officially the best reason I've heard so far to vote ""in""! EU referendum: Donald Trump backs Brexit https://t.co/I5FtGwi0Ne",leave
@LeaveEUOfficial @CityAM Yes. Another example of EU meddling in areas which are none of its business. Subsidiarity an illusion. Vote LEAVE,leave
"@RosieWyatt @Olgachristie THEN TAKE THE TIME &amp;DO SOMETHING!{It's""PRICE of FREEDOM""?}-WHAT IF this""practice""for ""BREXIT VOTE?=U'll be SCREWED",leave
#bbcqt: this guy intelligent: knows about #politiciansRcriminals forcing #TTIP through #EU. So #Brexit from #EUref. #NigelLawson Honest Now,leave
Nigel Lawson putting some real good points across re #Brexit #bbcqt,leave
"@VoteLeaveSW Cameron has played the Brexit crew like the bunch of amateurs they are, sadly.
Time to get wise to him and what's coming.",leave
Will they kowtow or show some leadership? https://t.co/3qhh9K6rD5,leave
Anecdotal evidence of #Brexit's impact on the UK economy is starting to become a lot less anecdotal pre-referendum: https://t.co/iLrgAv8GuX,leave
"When both The Sun and Donald Trump back #brexit , you know there's only one logical choice, to remain https://t.co/lYQoR6p6v8",leave
The racist idiots voting ukip. Why? What purpose will the serve after the #EUreferendum? Absolutely nothing. Kippers really are dense,leave
#VoteLeave to ensure our future is bright! #Brexit https://t.co/1CHLQku8LC,leave
"More Bullshit from Mr. Cameron. https://t.co/wz29NUOGPN Hopefully people see this arrogant, cocky c**t for the twat he really is. #Brexit",leave
@jasperhutchings @Arron_banks @Coeurdelion87 Those two combined to shaft Europe once before in WW1. Brexit before we're kebabed.,leave
(0)Prediction&gt;&gt;&gt;Next Cameron move:&gt;&gt;&gt;Will he try to  bribe/threaten Boris J to playing controlled opposition to sabotage  Brexit?,leave
@andyrome64 As we should. @vote_leave @canadab1967,leave
looking 4wd to commentariat telling trump to keep his beak out of brexit debate as they did with obama https://t.co/wBwRwdKnqA,leave
"Sensing the government is beginning to panic about #Brexit. First May speech, then u-turn on Calais, now U-turn on junior docs.",leave
"""Let me get this straight..."" #VoteLeave #ColumboforLeave https://t.co/TPaMDeQSPj",leave
Gives me the creeps https://t.co/q7JopQg1x5,leave
"Most of those who want to vote to leave are doing it for/but won't admit it...immigration - Good logic there pal, lol. #Brexit",leave
@iainmartin1 @CapX How a conservative can recommend Brexit when this is going on in America I don't know.,leave
When we Brexit and many of our European friends follow...it will - help free them all! https://t.co/C2EmGkaQEg,leave
@StrongerIn @FabianPicardo Oh look they are all multi millionaires with their own self interests and gold plated EU gravy train pension2come,leave
BBC News - EU referendum: Donald Trump backs Brexit https://t.co/Gv48r9tOVN,leave
"Japanese PM @AbeShinzo tells me ""question of Brexit is for British people, but ""Japan very clearly wants Britain to remain in the EU""",leave
"If the folks at #Brexit didnt like Obama being pro EU, I'm sure trumps  support for brezit wont delight them either! https://t.co/y6UrmyqxPD",leave
@EuroGuido @LeaveEUOfficial @virginmedia if virgin media give 500k to remain I'm #Virxit,leave
"""You don't need trade agreements to do trade"". The level #Brexit campaign has fallen to beggars believe. Insult to voters.",leave
"Cannot see meme w/o rapping ""Oh from now on call me Columbo cuz I come through wrinkled up, think I give a fuck?"" https://t.co/ac83roc4N0",leave
Is £250bn of #trade at risk from #Brexit? https://t.co/rmdkbYqlnh,leave
"Wow, governing by secrecy and subterfuge. Realize this is US as well as EU. TTIP includes US. https://t.co/PU1Hzqk1gZ",leave
#Brexit - NO #saddiqKhan  https://t.co/kTILzDYX3k,leave
Heart rules head as food and drink industry backs Brexit. Or so says The Grocer's misleading headline https://t.co/o2vyBBYJJi via @TheGrocer,leave
How does the EU help these brave people ? Does Eu trade affect them ? #brexit #euref #leave #VoteLeave #LeaveEU https://t.co/IyyMxVDCIn,leave
Brilliant &amp; extraordinary insight into the rotten heart of #EU. RT &amp; show to Remainer friends. #Brexit is urgent. https://t.co/WIWQvbuySY,leave
It'll be the fault of #Brexit - vote #LeaveEU  https://t.co/RqSYLpFfxQ,leave
Brexit: The (animated) Movie https://t.co/U2ZvTIvLUX via @YouTube,leave
Emigration: Why British expats have nothing to fear from Brexit - via @Telegraph https://t.co/RrrTBpyD7F,leave
by leaving the EU we hope to rebuild a truly democratic Europe.  As it stands were IN a Dictatorship. #VoteLeave https://t.co/Jba1KcYDce,leave
@_Jet_Fuel_ @johnnyhopper999 @LeaveEUOfficial The UK has to pay £1.8BL  towards preparing the 5 new countries to enter the EU.,leave
"I live in Cyprus, my children are half Irish &amp; my girlfriend is Romanian. I am a proud English European @StrongerIn #StrongerIn",leave
"EU Plans $290,000 Per Person Fine on Countries Refusing ""Fair Share"" of #economicmigrants fleeing poverty https://t.co/wtf1Kx2ctv @MishGEA",leave
"@UK__News why is it when France says no, the deal (or whatever) is in trouble; if we say no, we're in trouble as bad Europeans #brexit",leave
For the Brexit Brigade delivering today. A) Lets get elections done B) I'm @LDINtogether @StrongerIn,leave
The EU had been using UK wealth for distributing to the corrupt UN https://t.co/gOHwsGCmLv,leave
"@David_Cameron @StrongerIn bull*, I'd expect with your apparent level of education you would see the long term future is #StrongerOut 1/3",leave
"That's stating  the obvious #LeaveEU , you should vote leave just to get , the best negotiators for going forward  https://t.co/Fk7YlBmXhF",leave
@StrongerIn EU hinders our intelligence agencies re: @COLRICHARDKEMP Vote out 🇬🇧,leave
Stop #privatisation of our #nhs #EU #referendum https://t.co/05gkVYoT2G,leave
"@rayne_ea The euro is a red herring in the Brexit debate. There has never been any possibility of UK joining €, except maybe under Lawson",leave
@bbcquestiontime the young lady summed up the #EU question. Why should the electorate listen to EU Council who are elected by MEPs? #Brexit,leave
Waiting for backlash as #Leave campaign tells Trump to mind his own business: BBCNews Trump backs Brexit https://t.co/lmXPdyePRs #StrongerIn,leave
"We British public will decide our future,scaremongering from BOTH sides will not sway our own vote.Not convinced In. https://t.co/hi58JQYhdc",leave
Spread the Word https://t.co/8w7TbwxmE8 #voteleave via @vote_leave,leave
Staying alive is obv staying outside EU TPD w/wo #Brexit @FergusMason1 @Clive_Bates @CaeruleanSea,leave
Makes you question ...? https://t.co/JmlYE7ydSh,leave
@StrongerIn Does this mean the unemployed have to wait until 2030 for jobs? ... what about the next 16 years?,leave
"I'll be voting #Remain as a precautionary measure. Should UKIP continue to make gains in Wales, I want the opportunity to flee the country",leave
Never mind US/Japan telling us 'what to do' just look at the pricks supporting it. #Brexit,leave
Brexit would make UK 'less attractive' for Japanese companies: Abe https://t.co/zUZNDfa88Z,leave
"@CatarinaDemony @weareeuropeuk @IPFtweeting 

It's #EU ref - #Brexit is one of two options

Vote #Remain on 23 June",leave
"Taxpayer Funding Pro-EU Adverts https://t.co/iFuX32mngT via @guidofawkes
MORE CAMERON DIRTY TRICKS &amp; Prob illegal
#Brexit #StrongerIN NOT",leave
BAE Fears #Brexit `Domino Effect' With Scottish Shipyards at Risk https://t.co/mkoTBVLqXu via @business,leave
"Donald Trump backs Brexit, saying UK would be 'better off' without EU https://t.co/zVRJwVKkz7",leave
"@vote_leave Repeating a falsehood does not make it a fact. https://t.co/489D6WMudi
Don't be fooled into Brexit
UK is #StrongerIn #EU",leave
A Brexit could spell a mass exodus of EU workers because they&amp;#39;d fail immigration rules - Yahoo Finance UK https://t.co/AjRGIqjjAb via,leave
Excellent article on Gibraltar. Please RT. Britain needs to know about the effect of #Brexit. We need to #Remain https://t.co/e2hs5v0wkh,leave
@rabite Thats what VPNs are for - welcome to 1984 - The Goal of the EU is to be able to censor all of Europe #Brexit #LeaveEU #Leave,leave
The Brexit Noose Around The Neck Of The NWO https://t.co/eO8L4FzP6F,leave
#EU #VoteLeave #LeaveEU #brexit https://t.co/OgXoGJUFLB,leave
@RupertStiglitz I bow to your intellectual superiority. You and all the other mad #Brexit nutters.,leave
#Japan's Abe Shinzo weighs in on #Brexit debate https://t.co/NVBzdqqGFb,leave
@Number10gov Ministers face battle to get Housing Bill into law - https://t.co/RYj9KsEpCZ #BrExit 4 more houses 4 indigenous ppl of britain,leave
Brexit: The (animated) Movie https://t.co/fpzdtWvRxh via @YouTube,leave
Stops them voting for change and removes 2m supporters of a better Europe.  https://t.co/3zesWbDZ5B,leave
"Prof Minford is the conceited surgeon that claims his #brexit operation was successful
just too bad the patient died https://t.co/XxVqH5oD1B",leave
Why Countrywide Plc &amp; Foxtons Group Plc can't afford Brexit https://t.co/umOfoONylR #Estateagents,leave
@LeaveEUOfficial https://t.co/jTFPSg22Wa,leave
"Britain faces migrant CHAOS: New 'summer of discontent' as thousands plot to storm border https://t.co/f5HwUTBw3Y
Should promote #Brexit",leave
EU referendum: Donald Trump backs Brexit - BBC News https://t.co/Dq4YCxMd1Q,leave
If ever there was a reason to vote to remain...EU referendum: Donald Trump backs Brexit - https://t.co/TamHbyXCIv,leave
"@StrongerIn higher education is a privilege and not a right, these 'students' need to be reminded of that!",leave
"@StrongerIn so if we stay in eu that means we get more zero hours contracts and employers can say 'we dont need to now, fuck off'",leave
"#Strongerin Remember girls..it was the EU that taxed Fanny Pads
#Voteleave for fresher flange https://t.co/RZSF0yD11W",leave
#VoteOut the Establishment - They are going against the will of the people. Lobbyist run their lives. #Trump2016 https://t.co/HBklZulhf3,leave
Hasn't this result just robbed the Remain campaign of a key and long-standing argument against #Brexit: the risk to the Union? #SP16,leave
@grumpyfred3  https://t.co/7ueOylGX3g,leave
Trump backs Brexit. @StrongerIn press team dance giddily round office.,leave
@LocutusBrussels @V0TE_LEAVE @StrongerIn that's a detector in the large Hadron collider in Switzerland. Not in the EU,leave
This is no longer Great Britain. Last chance to save ourselves is Brexit. My apologies to this dad from UK https://t.co/muHGpUzTZP,leave
"In 2015, Ireland-UK trade was €65 billion. Any reduction on trade due to #Brexit will be damaging to both our economies.",leave
"RT: This is so powerful. The EU means so much for peace and democracy, and we take it for granted. #StrongerIn https://t.co/WYjIHspXT0",leave
Wise nephew! x https://t.co/wHuZtrarhR,leave
@PeterRNeumann I'm middle aged highly educated was a europhile now reluctantly vote brexit! EU Weak divided corrupt value free dictatorship,leave
#truth #ThursdayThoughts #TakeControl #makeithappen https://t.co/Fay1uSgVeY,leave
"Donald's support proves it stinks to leave, fearful that people will know of this support and change their minds😱 https://t.co/04NJS7D4VL",leave
Stop using my money to peddle pro EU crap #VoteLeave https://t.co/6lJGiA7Mco,leave
@bbcquestiontime Your Bias towards the governments pro EU campaign is sickening. The Anti PC feeling is growing to get OUT OF THE EU.#noeu,leave
"#bbcqt If we vote #brexit does that mean everyone will vote against is in Eurovision. . . Oh! Yes, I see: they already do.",leave
#asylum it shames our country that we allow illegal immigrants &amp; deport Afghan translators who risked their lives for our troops #voteLeave,leave
"Trump, Le Pen, Galloway, Farage and Boris Johnson. The Brexit dream team is taking shape. https://t.co/2uxJDTPdMr",leave
"@ChukaUmunna when he flies in, has joint press conference with PM &amp; threatens us @vote_leave will condemn him",leave
@LeaveEUOfficial obviously @DavidCameron_MP has got a conveniently short memory. Being two faced will lose him his position as PM.,leave
#Brexit currency concerns dampen #PrivateEquity dealmaking says @ElectraPartners Alex Fortescue https://t.co/uUryOO4mWh,leave
Japanese prime minister Shinzo Abe warns #Brexit could hit foreign investment - https://t.co/tw5DMSh4c2 https://t.co/XSph2VcZKX,leave
#Remain #RemainInEU @StrongerIn time to #TakeControl time to #VoteLeave and #Brexit https://t.co/0DjJrZ3JeR,leave
"Swallows and cuckoos will need visa to migrate to UK after #Brexit, warns the #StrongerIn #LittleEU'er camp.",leave
@StrongerIn Ha World Leaders?  You must be joking. Better off doing the opposite of what they tell us. We won't be fooled #brexit #voteleave,leave
🎥 in Stocksbridge today with one of Yorkshire's top businessmen. Mark Dransfield says Brexit would kill investment. https://t.co/X1MGvw2bbj,leave
"Brexit fears putting overseas firms off UK commercial property, says report https://t.co/R84IWg0H53 #Brexit #Houses https://t.co/wEd7dCQ8Gx",leave
@BeverleyTruth @RJohnDickinson @vote_leave truth behind #brexit https://t.co/TfCxv5pfQW,leave
UKIP doing as predicted at the moment.. :-) #wales2016 #brexit #voteleave #go #gogogo,leave
don't let this happen it's your duty to #VoteLeave https://t.co/GbQt51T2sT,leave
Wolfgang Tillmans designs posters opposing Brexit vote https://t.co/35YOTI1zyi via @dezeen,leave
"Donald Trump backs Brexit, saying UK would be 'better off' without EU https://t.co/1EC5PsgTH8",leave
How Brexit Presents a Roadblock to the EU-US Establishment https://t.co/Hapg5tKJJm #Infowars,leave
The Eurozone Risks Intensifying its Demise Why Britain Must Leave https://t.co/I9KpgQdY7M #brexit #voteleave #euref #remain #go #June23,leave
@Insinuare @Langworthy_47 and I think this clearly demonstrates the #StrongerIn view that we stay not for UK benefit but only the EU's🤔 mad!,leave
@Williamw1 ha! I'm looking forward to the UK rejoining the wider world and reinvigorating our democracy 😉#StrongerOut #VoteLeave,leave
@BrexitTheMovie @Martin_Durkin Looking forward to this! See you next week. #Brexit #VoteLeave https://t.co/n65RfxM3cs,leave
No. https://t.co/ZnW9ci2qDQ,leave
@David_Cameron why the change? #EUreferendum  https://t.co/Auwl4hvGuA,leave
"The case for a kinder, gentler sort of Brexit.  Sounds good to me. https://t.co/3YPongo2NQ",leave
"Europe is the European Union. It is a constitutional union, and that is what Europe is. https://t.co/tgNLrNgBpS",leave
"Brexit will leave 2 million Britons in legal limbo abroad, say peers https://t.co/kU49uqP7WW https://t.co/FtI29OU2s8",leave
If the EU is so good and so beneficial will the USA join?? https://t.co/c67qhajkfj,leave
Don't need a trade agreement with the US if we leave - Young #EUreferendum,leave
"Donald Trump backs Brexit, saying UK would be 'better off' without EU:  https://t.co/9I9mivFK07",leave
"@lasancmt @StrongerIn We don't need fear arguments. The #brexit campaign is for a positive step, a brighter future, setting ourselves free.",leave
Merkel seems oblivious to fact she created the problem! Is she schizophrenic or supremely stupid? #VoteLeave #Brexit https://t.co/F8Zr3iXrxp,leave
"All about love of God, and love of neighbour really ! https://t.co/bUGDwd3V22",leave
London mayor may be Labour's lone bright spot in local elections https://t.co/fNEbWTyebR via @Yahoocanada #Brexit #VoteLeave #LeaveEU @nero,leave
This chap sounds like a Brexiter https://t.co/PfkNItfrly #EUreferendum,leave
#IMF warns #Denmark of risk for exports if Britain quits #EU #dkpol #politics #Brexit #dkfinans #UK #Britain  https://t.co/9Yv4iNANBn,leave
@skygillian trump talks more sense than Obama on a brexit. He's more respected by normal people for speaking the truth #trumpforpresident,leave
"""We're gonna build a wall, and France is gonna pay for it"" https://t.co/7s8iAlR1VZ",leave
#EuropeanUnion is not democratic #Brexit ensure UK is https://t.co/Kootj6loJf,leave
Donald Trump says UK would be better off with #Brexit https://t.co/N1A58TgAxm https://t.co/koPHs3pivT,leave
Arguments for Out not v strong here considering chaos caused https://t.co/lfOTx91tch,leave
@BorisJohnson seems to have lost his touch with the voters. Supporting #brexit has exposed him as cynical and self-serving #voteremain,leave
A truth we hate to admit – we are one people in #Europe #Remain #StrongerIn  https://t.co/920EdV7bL7,leave
"@jonathanalgar hence why the BREXIT vote is irrelevant, EU RIP ⚰",leave
EU has 'too many part-time Europeans' - @JunckerEU Balls to your EU . Putting the Great back into Britain  #BrExit - https://t.co/wUOiWKD6br,leave
Fantastic evening with @JSeymourUKIP at her office in Telford alongside some great campaigners and people #VoteLeave https://t.co/rKyOs3OCAA,leave
@PrivateEyeNews The political masterstroke that could win it for LEAVE #Brexit #referendum https://t.co/MNDFqz27EF,leave
"Brexit, Political Risk Premia and OTC Interest Rate Derivatives https://t.co/Wh5ixGxmyp #Brexit #Markets #Euro https://t.co/wKgpttDSGs",leave
@euroseptic don't fall for that EU Ponzi scheme scam! #Brexit,leave
Size is not all when it comes to a post-Brexit trade deal: https://t.co/5CoKCk2kvx #FT @ChrisGiles_ debunks BREXIT economic case,leave
#sigh  https://t.co/jnIhHG02sX,leave
Trump backs Brexit https://t.co/uFH4UcaY3T,leave
"As I said, yet more #BrexitLies.  Oh, and what was that your lot kept saying about #ProjectFear? #StrongerIn @DavidJo52951945 @vote_leave",leave
God Forbid #VoteLeave #Brexit #BetterOffOut https://t.co/nylKSuV3rG,leave
"Donald Trump backing Leave! Another one to add to our Rogues Gallery perhaps..
https://t.co/n83hcJmKSZ  #EUref https://t.co/XmthR19CSO",leave
#bbcqt well done mr Lawson valid points for brexit,leave
@Dragonblaze @RoyalNavyNews NATO is far more relevant &amp; effective than the #EU - too many decisionmakers #Brexit https://t.co/PNoywYr5wq,leave
"BAE Systems lifted by contract win as chairman warns of #Brexit risks @BAESystemsplc #EUref #UKinEU #StrongerIn
https://t.co/qaABJIjamN",leave
@SfBYorkUni UK-EU trade down 10%. If we #VoteLeave we can trade freely with emerging economies not just the declining eurozone,leave
@realDonaldTrump says backs #Brexit - media reports #USElections2016,leave
Please people VOTE LEAVE https://t.co/lDUVjuotDn,leave
"@naimanka74 @truemagic68 @TelePolitics Quite likely, thats his style. But he's very popular with voters &amp; we welcome his support for #Brexit",leave
"Well that`s N/African migrants sorted,what about the other 1.6 million Asian who will be in the EU. #Brexit https://t.co/aVDx2ELPLl",leave
"News: Pound would fall 10% on Brexit vote, fund manager says https://t.co/3okcLWeALO",leave
Don't believe those who talk #Britain down #voteleave and take back control from #Brussels. https://t.co/zoAlDAAV03 #Brexit #June23,leave
Good lord. Welcome to an entirely new experience. Agreeing with Nigel Lawson #bbcqt #VoteLeave,leave
@MichaelBrailsfo @howlinsheep @V0TE_LEAVE @StephenMangan All those on the brexit list are further down the twat list though,leave
"@George_Osborne @CCHQPress Can this be done without EU intervention? Good!

https://t.co/oxRu7YBnbP

#Brexit",leave
@raincoatgirl_ @bluehand007 Hope it's not too late to take UK back for you folks. Brexit and take charge again. Best of luck.,leave
"@RickPoleway @AlfredTheOK @StrongerIn @StrongerInPress Leaving the EEC, rahter.",leave
Lies &amp; emotive keywords that are incongruous with @vote_leave. I guess you can't stop a few #gullible non-thinking lemmings tho. #Brexit,leave
"'We're being force fed fear like ducks being fattened up for foie gras' Why #Brexit is being sold wrong @MarketingUK
https://t.co/XC0wDeFKvB",leave
EU workers fear impact of #Brexit on jobs https://t.co/I93aOTBGDQ @FT @gonzalovina,leave
A bunch of us are waiting to hear about our Horizon 2020 bids before we commit ;) https://t.co/LgovQJis6i,leave
Lorry driver on 1show pro-Brexit because he wants to work more hours. How scary  #fatiguekills #roadsafety,leave
West Ham have bid $31.5m for Batshuayi and the Brexit can't come fast enough for continental European clubs.,leave
"@NeilUKIP @marie52d What a terrible thing to say, none of us want to live under an oppressive regime...hence why we're all voting #BrExit",leave
Hence Government is terrifying BBC to dumb down its Brexit coverage https://t.co/dppeGycg3x,leave
Greenland left the EU in less than three years https://t.co/soCN7io721 #brexit #voteleave #euref #remain #go #britainout #leaveeu,leave
Another reason to vote #OUT in June. #Brexit https://t.co/CeWs1IxrjI,leave
"This is exactly the kind of beetfaced nationalism we were talking about.
Full Spode https://t.co/Q1EKnTeSCn",leave
Britain Better Off Without The European Union: Trump On Brexit: Donald Trump has said Britain would be better... https://t.co/3N5Ds1IaEB,leave
"@StrongerIn @alderleymel how about those that care more about the UK first, about sovereignty and about local democracy. How about that ?",leave
@StrongerIn @David_Cameron well he's been shown to be a liar too,stay
What would Brexit mean for marketers? https://t.co/6eJhD1sbe2,stay
EU referendum: Donald Trump backs Brexit (virtually guaranteeing that it will fail) | BBC https://t.co/H1DpSCGom2,stay
Another report confirms #Brexit would cause massive uncertainty for working people https://t.co/qv4Ik5xKUQ https://t.co/cc0pgc8PZO,stay
If you still need a reason to vote to stay in... Donald Trump backs Brexit https://t.co/9byYiXnDoP,stay
@nanette0803 @viking_tiger @certual @LeaveEUOfficial what about every other country they have visa free agreements with? Worried about them?,stay
100% in the EU: Diary of an EU citizen in the UK (5) https://t.co/tkalC8yXtE #euref #bhameu,stay
Lol. Give it a rest boff https://t.co/UL2HEmDCQD,stay
#BREXIT campaign is solely focused on borders + British pride #Stay campaign might not be positive but at least it's not colonialism #BBCQT,stay
"Brexit would cost UK households £2,200 by 2020, says OECD | Politics | The Guardian https://t.co/ytGPpjNaoS",stay
"@AntiqueMag Brexit would be bad for the trade- border controls, potential tariffs, art market shift to Europe perhaps",stay
"The Remain camp's PR team can now go home, your work is complete - EU referendum: Donald Trump backs Brexit https://t.co/x10ieq4a69",stay
Lobbyists at it again https://t.co/4hBRlfbI5v,stay
Shinzo Abe: Japan's PM says Brexit would make UK less attractive for Japanese investors https://t.co/EJ20G30bPq https://t.co/hOStNrplBM,stay
We need facts ..... https://t.co/2J4BpVB0io,stay
@viking_tiger @nanette0803 @certual @LeaveEUOfficial if the people vote in: that's not democracy?,stay
